"term","estimate","std_error","statistic","p_value","model","odds_ratio","ci_low","ci_high"
"conditionzero_gravity:size_pair0.8_0.9","0.00874835935405213","0.0186990194420882","0.467851235790532","0.639890977837882","answer_rt_lmm","NA","-0.0279017187524407","0.0453984374605449"
"conditionzero_gravity:size_pair0.8_1.0","-0.0568701426878298","0.0186653685655631","-3.046826666619","0.00231271030171748","answer_rt_lmm","NA","-0.0934542650763334","-0.0202860202993261"
"conditionzero_gravity:size_pair0.9_0.8","0.0396970093853509","0.0201083067283256","1.97415973018909","0.0483635833498727","answer_rt_lmm","NA","0.000284728197832623","0.0791092905728692"
"conditionzero_gravity:size_pair0.9_0.9","-0.00730049993283793","0.0180878919503966","-0.403612535549111","0.686497666118742","answer_rt_lmm","NA","-0.0427527681556152","0.0281517682899394"
"conditionzero_gravity:size_pair0.9_1.0","0.00579361535611061","0.0183396651595615","0.315906277770294","0.752073646788313","answer_rt_lmm","NA","-0.0301521283566299","0.0417393590688511"
"conditionzero_gravity:size_pair1.0_0.8","-0.0644704673742216","0.0185103855995453","-3.48293486526856","0.000495949014268303","answer_rt_lmm","NA","-0.10075082314933","-0.0281901115991127"
"conditionzero_gravity:size_pair1.0_0.9","-0.0184598440157566","0.0197526937845021","-0.934548179460974","0.350021195521539","answer_rt_lmm","NA","-0.0571751238333807","0.0202554358018676"
"conditionzero_gravity:size_pair1.0_1.0","0.0064199608091539","0.0178829483304084","0.35899901350368","0.719595827262328","answer_rt_lmm","NA","-0.0286306179184466","0.0414705395367544"
"(Intercept)","6.50696711211168","0.0314997707032447","206.571888202393","0","confidence_rt_lmm","NA","6.44522756153332","6.56870666269004"
"conditionzero_gravity","0.058763554610079","0.0307369790107097","1.91181945986312","0.0558993548801041","confidence_rt_lmm","NA","-0.00148092425091206","0.11900803347107"
"velocity_f3","0.0255983151452603","0.018552686880756","1.37976322835548","0.167659557918743","confidence_rt_lmm","NA","-0.0107649511410215","0.0619615814315421"
"velocity_f3.5","0.0489100617446464","0.0234207827798121","2.08831883222986","0.0367690837907261","confidence_rt_lmm","NA","0.00300532749621463","0.0948147959930782"
"velocity_f4","0.0509545131221591","0.0180195723345277","2.82773154524451","0.0046879100218297","confidence_rt_lmm","NA","0.0156361513464849","0.0862728748978333"
"velocity_f4.5","0.0051559654699977","0.0191216649022792","0.269639986703414","0.78743723440502","confidence_rt_lmm","NA","-0.0323224977384696","0.042634428678465"
"velocity_f5","0.00991986878611999","0.0219392952755417","0.452150748760779","0.651160386156626","confidence_rt_lmm","NA","-0.0330811499539417","0.0529208875261817"
"size_pair0.8_0.9","0.0452192819917704","0.0201499991518752","2.24413319578538","0.0248238326840264","confidence_rt_lmm","NA","0.00572528365409498","0.0847132803294458"
"size_pair0.8_1.0","-0.00445795756853757","0.0191336994023884","-0.232989840322311","0.815769294947068","confidence_rt_lmm","NA","-0.0419600083972188","0.0330440932601437"
"size_pair0.9_0.8","-0.00673839739776371","0.0203773061723853","-0.330681462051907","0.740885106403247","confidence_rt_lmm","NA","-0.0466779174956389","0.0332011227001115"
"size_pair0.9_0.9","0.0472086238085337","0.0184018251940378","2.56543159772158","0.010304753703342","confidence_rt_lmm","NA","0.0111410464282195","0.0832762011888479"
"size_pair0.9_1.0","0.0699552986272659","0.0187662586175293","3.72771685891196","0.000193222280011929","confidence_rt_lmm","NA","0.0331734317369085","0.106737165517623"
"size_pair1.0_0.8","0.0436313788397014","0.0197141081176877","2.21320582088899","0.0268834589796321","confidence_rt_lmm","NA","0.00499172692903343","0.0822710307503694"
